raw_symptoms,symptom_categories,body_parts_affected,severity_indicators,temporal_indicators,symptom_descriptions,symptom_count,has_multiple_symptoms,urgency_score,listed_symptoms,case_id,species,age
['drinking'],['gastrointestinal'],"['ears', 'ear']",[],[],[],1,False,0.5,['drinking more water than usual'],369,guinea pig,2.6
"['vomit', 'vomiting', 'appetite', 'eye', 'discharge']","['gastrointestinal', 'ocular']","['ears', 'ear', 'eye']",[],['days'],['going for'],5,True,2.5,"['loss of appetite', 'vomiting', 'minor eye discharge']",370,rabbit,8.9
['behavior'],['behavioral'],[],[],[],"['just started ago', 'advise urgency']",1,False,0.5,"['behavioral consultation', 'dental cleaning inquiry', 'weight management consultation']",371,rabbit,13.9
[],[],"['nail', 'ears', 'ear']",[],[],[],0,False,0.0,['nail trimming needed'],372,guinea pig,8.6
"['cough', 'coughing', 'limp', 'limping']","['respiratory', 'musculoskeletal']",[],['mild'],[],[],4,True,2.0,"['minor limping', 'mild coughing']",373,bird,2.7
"['scratch', 'scratching']",['dermatological'],[],['mild'],['yesterday'],['advise urgency'],2,True,1.0,"['vaccination due', 'mild scratching']",374,cat,0.6
['breath'],['respiratory'],"['nail', 'ear']",[],[],"['bird experiencing consultation', 'just started ago', 'advise urgency']",1,False,0.5,"['weight management consultation', 'nail trimming needed', 'bad breath']",375,bird,11.8
"['sneezing', 'scratch', 'scratching', 'discharge']","['respiratory', 'dermatological', 'ocular']","['ears', 'ear']",[],['days'],['advise urgency'],4,True,2.0,"['excessive scratching', 'ear discharge', 'sneezing']",376,rabbit,1.9
['appetite'],['gastrointestinal'],['ear'],[],['days'],['dog experiencing checkup'],1,False,0.5,"['routine checkup', 'weight management consultation', 'diet advice needed', 'vaccination due', 'loss of appetite']",377,dog,0.5
"['limp', 'limping', 'eye', 'discharge', 'behavior']","['musculoskeletal', 'ocular', 'behavioral']","['ear', 'eye']",[],[],"['hamster experiencing discharge', 'just started ago']",5,True,2.5,"['minor eye discharge', 'minor limping', 'ear discharge', 'behavioral consultation']",378,hamster,3.0
"['scratch', 'scratching']",['dermatological'],['ear'],[],[],"['bird experiencing scratching', 'we come immediately']",2,True,1.0,['excessive scratching'],379,bird,7.0
"['swollen', 'swollen', 'behavior']","['musculoskeletal', 'ocular', 'behavioral']","['ears', 'ear']",[],['days'],['going for'],3,True,1.5,"['sudden behavior change', 'swollen face']",380,dog,1.2
"['vomit', 'vomiting', 'limp', 'limping', 'eye', 'discharge']","['gastrointestinal', 'musculoskeletal', 'ocular']","['ears', 'ear', 'eye']",[],[],['just started ago'],6,True,3.0,"['vomiting', 'minor limping', 'minor eye discharge', 'ear discharge']",381,bird,4.9
"['eye', 'discharge']",['ocular'],"['ear', 'eye']",[],['today'],"['bird experiencing discharge', 'advise urgency']",2,True,1.0,['minor eye discharge'],382,bird,1.1
['breath'],['respiratory'],"['ears', 'ear']",[],['days'],['advise urgency'],1,False,0.5,"['weight management consultation', 'bad breath']",383,bird,1.8
[],[],[],[],['today'],['advice started'],0,False,0.0,"['routine checkup', 'diet advice needed']",384,guinea pig,14.3
[],[],"['ears', 'ear']",[],['today'],[],0,False,0.0,['diet advice needed'],385,cat,1.5
"['swollen', 'swollen']","['musculoskeletal', 'ocular']","['gum', 'ears', 'gums', 'ear']",[],['days'],[],2,True,1.0,"['swollen face', 'pale gums']",386,dog,0.9
"['eye', 'discharge', 'squint', 'squinting']",['ocular'],"['ear', 'eye']",[],[],['rabbit experiencing discharge with'],4,True,2.0,['eye discharge with squinting'],387,rabbit,13.6
"['vomit', 'vomiting', 'diarrhea', 'eye', 'discharge', 'squint', 'squinting']","['gastrointestinal', 'ocular']","['ears', 'ear', 'eye']","['severe', 'moderate']",[],['just started ago'],7,True,5.0,"['eye discharge with squinting', 'vomiting blood', 'bloody diarrhea', 'moderate bleeding', 'severe trauma']",388,rabbit,7.3
[],[],"['ears', 'ear']",['moderate'],['today'],[],0,False,0.0,['moderate bleeding'],389,rabbit,1.5
"['sneezing', 'scratch', 'scratching']","['respiratory', 'dermatological']","['ears', 'ear']",['mild'],['yesterday'],[],3,True,1.5,"['weight management consultation', 'mild scratching', 'sneezing']",390,guinea pig,4.5
[],[],[],[],['yesterday'],[],0,False,0.0,['diet advice needed'],391,guinea pig,2.3
['behavior'],['behavioral'],"['nail', 'ears', 'ear']",[],['today'],['advise urgency'],1,False,0.5,"['dental cleaning inquiry', 'nail trimming needed', 'behavioral consultation', 'routine checkup']",392,bird,1.2
"['eye', 'discharge', 'lethargy']","['ocular', 'behavioral']","['ear', 'eye']",[],['today'],"['bird experiencing lethargy', 'advise urgency']",3,True,1.5,"['lethargy', 'minor eye discharge']",393,bird,11.0
"['breathing', 'breath', 'seizure', 'unconscious']","['respiratory', 'neurological']","['ears', 'ear']",[],['days'],['going for'],4,True,5.0,"['difficulty breathing', 'seizures', 'unconscious']",394,hamster,2.4
"['breath', 'scratch', 'scratching']","['respiratory', 'dermatological']",['ear'],['mild'],[],"['bird experiencing checkup', 'just started ago']",3,True,1.5,"['routine checkup', 'bad breath', 'mild scratching']",395,bird,10.3
"['appetite', 'scratch', 'scratching', 'eye', 'discharge']","['gastrointestinal', 'dermatological', 'ocular']","['ear', 'eye']",[],['days'],['dog experiencing discharge'],5,True,2.5,"['excessive scratching', 'minor eye discharge', 'loss of appetite']",396,dog,17.5
"['eye', 'discharge']",['ocular'],"['ear', 'eye']",[],['days'],"['bird experiencing discharge', 'we come immediately']",2,True,1.0,['minor eye discharge'],397,bird,8.6
"['cough', 'coughing']",['respiratory'],[],['mild'],['days'],[],2,True,1.0,['mild coughing'],398,cat,11.7
['lethargy'],['behavioral'],['ear'],[],[],['dog experiencing consultation'],1,False,0.5,"['weight management consultation', 'diet advice needed', 'lethargy']",399,dog,18.0
"['scratch', 'scratching', 'red']","['dermatological', 'ocular']","['nail', 'ear']",['mild'],[],"['dog experiencing trimming', 'just started ago']",3,True,1.5,"['nail trimming needed', 'mild scratching', 'grooming required']",400,dog,4.2
"['diarrhea', 'eye', 'discharge']","['gastrointestinal', 'ocular']","['ears', 'ear', 'eye']",[],[],['just started ago'],3,True,1.5,"['minor eye discharge', 'diarrhea']",401,hamster,4.8
['red'],['ocular'],"['ears', 'ear']",[],['days'],['going for'],1,False,0.5,['grooming required'],402,hamster,7.8
[],[],['ear'],[],['days'],"['rabbit experiencing checkup', 'going for']",0,False,0.0,"['vaccination due', 'routine checkup']",403,rabbit,3.0
"['urinating', 'frequent']",['urinary'],"['ears', 'ear']",[],[],[],2,True,1.0,['urinating more frequently'],404,cat,13.8
"['vomit', 'vomiting', 'diarrhea', 'swollen', 'swollen']","['gastrointestinal', 'musculoskeletal', 'ocular']","['ears', 'ear']",[],['today'],[],5,True,2.5,"['vomiting blood', 'difficulty swallowing', 'bloody diarrhea', 'swollen face']",405,hamster,3.7
['breath'],['respiratory'],"['ears', 'ear']",[],['today'],[],1,False,0.5,"['dental cleaning inquiry', 'bad breath', 'difficulty swallowing']",406,bird,6.5
"['breath', 'scratch', 'scratching', 'red']","['respiratory', 'dermatological', 'ocular']",[],['mild'],['days'],[],4,True,2.0,"['mild scratching', 'bad breath', 'grooming required', 'dental cleaning inquiry']",407,rabbit,6.1
"['vomit', 'vomiting', 'eye', 'discharge', 'squint', 'squinting']","['gastrointestinal', 'ocular']","['ears', 'ear', 'eye']",[],['days'],[],6,True,3.0,"['difficulty swallowing', 'difficulty defecating', 'vomiting blood', 'eye discharge with squinting']",408,guinea pig,12.8
"['cough', 'coughing', 'scratch', 'scratching', 'red']","['respiratory', 'dermatological', 'ocular']",['nail'],['mild'],['days'],['going for'],5,True,2.5,"['grooming required', 'mild scratching', 'nail trimming needed', 'persistent coughing']",409,rabbit,3.2
[],[],['ear'],[],['yesterday'],"['dog experiencing inquiry', 'we come immediately']",0,False,0.0,"['dental cleaning inquiry', 'difficulty defecating']",410,dog,0.3
"['vomit', 'vomiting', 'appetite']",['gastrointestinal'],[],[],['days'],[],3,True,1.5,"['vomiting', 'loss of appetite', 'dental cleaning inquiry']",411,hamster,7.1
"['vomit', 'vomiting', 'red']","['gastrointestinal', 'ocular']","['ears', 'ear']",[],[],['just started ago'],3,True,1.5,"['vaccination due', 'grooming required', 'vomiting blood']",412,rabbit,2.8
"['eye', 'discharge', 'squint', 'squinting']",['ocular'],"['ears', 'ear', 'eye']",[],['today'],[],4,True,2.0,['eye discharge with squinting'],413,dog,1.6
[],[],"['nail', 'ear']",[],['days'],"['dog experiencing advice trimming', 'going for']",0,False,0.0,"['diet advice needed', 'nail trimming needed', 'weight management consultation']",414,dog,11.2
['behavior'],['behavioral'],['ear'],[],['today'],['dog experiencing consultation'],1,False,0.5,['behavioral consultation'],415,dog,12.3
"['appetite', 'limp', 'limping', 'urinating', 'frequent']","['gastrointestinal', 'musculoskeletal', 'urinary']",['ear'],[],['days'],"['rabbit experiencing loss', 'advise urgency']",5,True,2.5,"['loss of appetite', 'minor limping', 'urinating more frequently']",416,rabbit,7.1
"['drinking', 'scratch', 'scratching', 'discharge']","['gastrointestinal', 'dermatological', 'ocular']","['ears', 'ear']",[],['days'],[],4,True,2.0,"['drinking more water than usual', 'excessive scratching', 'ear discharge']",417,hamster,2.7
['appetite'],['gastrointestinal'],['ear'],[],[],"['bird experiencing loss', 'just started ago']",1,False,0.5,"['loss of appetite', 'dental cleaning inquiry']",418,bird,6.6
"['cough', 'coughing', 'vomit', 'vomiting', 'swollen', 'swollen', 'behavior']","['respiratory', 'gastrointestinal', 'musculoskeletal', 'ocular', 'behavioral']","['ears', 'ear']",[],['today'],['we come immediately'],7,True,3.5,"['vomiting blood', 'sudden behavior change', 'persistent coughing', 'swollen face']",419,hamster,7.0
"['eye', 'discharge', 'urinating', 'frequent']","['ocular', 'urinary']",['eye'],[],['today'],[],4,True,2.0,"['urinating more frequently', 'minor eye discharge']",420,hamster,10.5
"['urinating', 'frequent']",['urinary'],['ear'],[],['days'],"['rabbit experiencing', 'going for']",2,True,1.0,['urinating more frequently'],421,rabbit,2.4
"['appetite', 'scratch', 'scratching', 'eye', 'discharge']","['gastrointestinal', 'dermatological', 'ocular']",['eye'],[],['today'],[],5,True,2.5,"['excessive scratching', 'minor eye discharge', 'loss of appetite']",422,rabbit,8.0
"['sneezing', 'drinking']","['respiratory', 'gastrointestinal']",['ear'],[],[],['rabbit experiencing sneezing'],2,True,1.0,"['sneezing', 'drinking more water than usual']",423,rabbit,1.1
"['breath', 'red']","['respiratory', 'ocular']","['ears', 'ear']",[],['today'],[],2,True,1.0,"['grooming required', 'bad breath', 'vaccination due', 'weight management consultation', 'poisoning suspected']",424,rabbit,2.0
"['breath', 'vomit', 'vomiting']","['respiratory', 'gastrointestinal']","['ears', 'ear']",[],[],[],3,True,1.5,"['dental cleaning inquiry', 'bad breath', 'vaccination due', 'vomiting blood']",425,dog,19.6
"['diarrhea', 'drinking', 'eye', 'discharge', 'lethargy']","['gastrointestinal', 'ocular', 'behavioral']","['ears', 'ear', 'eye']",[],['yesterday'],[],5,True,2.5,"['lethargy', 'minor eye discharge', 'diarrhea', 'drinking more water than usual', 'bloody diarrhea']",426,guinea pig,9.6
"['sneezing', 'drinking', 'scratch', 'scratching', 'eye', 'discharge', 'squint', 'squinting']","['respiratory', 'gastrointestinal', 'dermatological', 'ocular']","['ear', 'eye']",[],[],"['dog experiencing discharge', 'just started ago']",8,True,4.0,"['sneezing', 'minor eye discharge', 'drinking more water than usual', 'excessive scratching', 'eye discharge with squinting']",427,dog,14.0
"['limp', 'limping']",['musculoskeletal'],"['ears', 'ear']",[],['today'],[],2,True,1.0,['minor limping'],428,bird,11.7
"['cough', 'coughing', 'bloat', 'bloated', 'drinking', 'abdomen', 'limp', 'limping', 'eye', 'discharge']","['respiratory', 'gastrointestinal', 'musculoskeletal', 'ocular']","['abdomen', 'ears', 'ear', 'eye']",['mild'],[],['advise urgency'],10,True,5.0,"['minor limping', 'minor eye discharge', 'mild coughing', 'drinking more water than usual', 'bloated abdomen']",429,guinea pig,4.6
"['appetite', 'drinking', 'scratch', 'scratching', 'eye', 'discharge']","['gastrointestinal', 'dermatological', 'ocular']",['eye'],[],[],[],6,True,3.0,"['drinking more water than usual', 'loss of appetite', 'excessive scratching', 'minor eye discharge']",430,rabbit,3.9
"['eye', 'discharge', 'squint', 'squinting', 'behavior']","['ocular', 'behavioral']","['ears', 'ear', 'eye']",['moderate'],['days'],['advise urgency'],5,True,2.5,"['eye discharge with squinting', 'sudden behavior change', 'difficulty defecating', 'moderate bleeding']",431,dog,2.1
"['vomit', 'vomiting', 'diarrhea']",['gastrointestinal'],"['ears', 'ear']",[],['yesterday'],[],3,True,1.5,"['diarrhea', 'vomiting blood']",432,cat,14.7
"['vomit', 'vomiting']",['gastrointestinal'],"['ears', 'ear']",[],['today'],[],2,True,1.0,['vomiting'],433,hamster,6.1
"['vomit', 'vomiting', 'drool', 'drooling', 'eye', 'discharge', 'squint', 'squinting']","['gastrointestinal', 'ocular']","['ears', 'ear', 'eye']",[],[],[],8,True,4.0,"['eye discharge with squinting', 'excessive drooling', 'vomiting blood']",434,rabbit,7.5
"['drool', 'drooling']",['gastrointestinal'],"['ears', 'ear']",[],['today'],[],2,True,1.0,"['excessive drooling', 'difficulty swallowing']",435,hamster,8.3
"['cough', 'coughing', 'sneezing', 'eye', 'discharge', 'lethargy']","['respiratory', 'ocular', 'behavioral']","['ears', 'ear', 'eye']",['mild'],['today'],['hamster sneezing'],6,True,3.0,"['lethargy', 'mild coughing', 'minor eye discharge', 'sneezing']",436,hamster,6.8
['behavior'],['behavioral'],[],[],['days'],"['going for', 'we come immediately']",1,False,0.5,['behavioral consultation'],437,dog,0.7
"['vomit', 'vomiting', 'scratch', 'scratching', 'red']","['gastrointestinal', 'dermatological', 'ocular']",['nail'],['mild'],['today'],[],5,True,2.5,"['nail trimming needed', 'vaccination due', 'mild scratching', 'grooming required', 'vomiting blood']",438,hamster,6.7
"['diarrhea', 'appetite', 'drinking', 'limp', 'limping']","['gastrointestinal', 'musculoskeletal']","['ears', 'ear']",[],['today'],['advise urgency'],5,True,2.5,"['diarrhea', 'drinking more water than usual', 'loss of appetite', 'minor limping']",439,guinea pig,2.2
[],[],['ear'],[],['days'],"['bird experiencing consultation', 'going for']",0,False,0.0,['weight management consultation'],440,bird,2.5
"['vomit', 'vomiting', 'discharge']","['gastrointestinal', 'ocular']","['ears', 'ear']",[],['yesterday'],"['hamster discharge', 'advise urgency']",3,True,1.5,"['vomiting', 'ear discharge']",441,hamster,9.2
"['discharge', 'lethargy']","['ocular', 'behavioral']",['ear'],[],[],"['rabbit experiencing ear lethargy', 'advise urgency']",2,True,1.0,"['ear discharge', 'lethargy']",442,rabbit,4.1
"['scratch', 'scratching', 'behavior']","['dermatological', 'behavioral']","['ears', 'ear']",['mild'],['days'],['going for'],3,True,1.5,"['dental cleaning inquiry', 'weight management consultation', 'behavioral consultation', 'mild scratching']",443,hamster,6.5
"['breath', 'discharge']","['respiratory', 'ocular']",['ear'],[],['today'],['hamster experiencing ear breath'],2,True,1.0,"['ear discharge', 'bad breath']",444,hamster,6.9
"['cough', 'coughing']",['respiratory'],"['ears', 'ear']",['mild'],['days'],"['going for', 'advise urgency']",2,True,1.0,['mild coughing'],445,rabbit,2.7
"['limp', 'limping']",['musculoskeletal'],"['ears', 'ear']",['severe'],['today'],['advise urgency'],2,True,1.5,['limping severely'],446,dog,2.5
"['breath', 'scratch', 'scratching', 'behavior']","['respiratory', 'dermatological', 'behavioral']",['ear'],[],['days'],"['rabbit experiencing vaccination', 'going for']",4,True,2.0,"['vaccination due', 'behavioral consultation', 'bad breath', 'routine checkup', 'excessive scratching']",447,rabbit,14.4
"['sneezing', 'drool', 'drooling', 'limp', 'limping']","['respiratory', 'gastrointestinal', 'musculoskeletal']","['ears', 'ear']",['severe'],['yesterday'],['cat sneezing'],5,True,3.75,"['limping severely', 'excessive drooling', 'sneezing']",448,cat,19.8
"['breath', 'cough', 'coughing', 'behavior']","['respiratory', 'behavioral']","['nail', 'ear']",[],['yesterday'],['rabbit experiencing consultation'],4,True,2.0,"['behavioral consultation', 'bad breath', 'nail trimming needed', 'vaccination due', 'persistent coughing']",449,rabbit,1.3
"['pant', 'panting', 'drool', 'drooling', 'limp', 'limping', 'swollen', 'eye', 'discharge', 'swollen']","['respiratory', 'gastrointestinal', 'musculoskeletal', 'ocular']","['ears', 'ear', 'eye']",['severe'],[],[],10,True,5.0,"['limping severely', 'excessive panting', 'excessive drooling', 'swollen face', 'minor eye discharge']",450,guinea pig,12.8
"['scratch', 'scratching', 'red']","['dermatological', 'ocular']",['ear'],['mild'],['days'],['rabbit experiencing'],3,True,1.5,"['grooming required', 'mild scratching']",451,rabbit,7.0
