case_id,timestamp,species,breed,age_years,age_category,weight_kg,symptoms,description,urgency_level,urgency_score,wait_time_minutes,requires_immediate_attention,follow_up_required,previous_conditions
1218,2024-09-21T11:53:03.890699,cat,Maine Coon,0.7,kitten,2.7,"['behavioral consultation', 'diet advice needed', 'routine checkup']","Patient is a Maine Coon cat, 0.7 years old, presenting with behavioral consultation, diet advice needed, routine checkup. Started today. Seems to be getting worse.",low,2,112,False,True,"['diabetes', 'anxiety']"
1219,2024-11-22T11:53:03.890727,dog,Pug,16.1,geriatric,16.1,['minor eye discharge'],Pug dog with minor eye discharge. Age: 16.1 years. Started today. Pet is distressed.,moderate,4,15,True,False,['arthritis']
1220,2025-06-20T11:53:03.890737,guinea pig,mixed,6.5,adult,1.0,"['sneezing', 'lethargy', 'vomiting blood']","Patient is a mixed guinea pig, 6.5 years old, presenting with sneezing, lethargy, vomiting blood. Has been going on for 2 days. Pet is distressed.",moderate,2,97,False,False,[]
1221,2025-03-05T11:53:03.890747,hamster,mixed,1.5,young,0.1,"['nail trimming needed', 'behavioral consultation', 'routine checkup', 'difficulty breathing']","mixed hamster with nail trimming needed, behavioral consultation, routine checkup, difficulty breathing. Age: 1.5 years. Started today. Pet is distressed.",low,2,61,False,True,[]
1222,2025-03-23T11:53:03.890756,rabbit,mixed,4.9,adult,2.1,"['urinating more frequently', 'vomiting', 'bad breath']","mixed rabbit with urinating more frequently, vomiting, bad breath. Age: 4.9 years. Progressive over 3 days. Pet is distressed.",moderate,2,117,False,False,[]
1223,2024-09-17T11:53:03.890764,bird,mixed,11.2,senior,0.3,"['weight management consultation', 'nail trimming needed', 'routine checkup']","mixed bird with weight management consultation, nail trimming needed, routine checkup. Age: 11.2 years. Symptoms for the past week. Please advise urgency.",low,2,53,False,False,[]
1224,2024-09-13T11:53:03.890772,cat,Abyssinian,19.0,geriatric,5.7,"['urinating more frequently', 'mild coughing', 'loss of appetite', 'drinking more water than usual']","Abyssinian cat with urinating more frequently, mild coughing, loss of appetite, drinking more water than usual. Age: 19.0 years. Noticed yesterday. Seems to be getting worse.",moderate,4,11,True,True,[]
1225,2025-06-01T11:53:03.890780,dog,Golden Retriever,0.1,puppy,8.1,"['vomiting', 'urinating more frequently']","My 0.1 year old Golden Retriever dog has been experiencing vomiting, urinating more frequently. Noticed yesterday. Seems to be getting worse.",moderate,3,21,False,False,[]
1226,2025-06-13T11:53:03.890788,cat,Maine Coon,19.8,geriatric,3.9,"['excessive drooling', 'sudden behavior change', 'swollen face']","Patient is a Maine Coon cat, 19.8 years old, presenting with excessive drooling, sudden behavior change, swollen face. Has been going on for 2 days. Should we come in immediately?",urgent,5,5,True,False,[]
1227,2024-09-09T11:53:03.890795,hamster,mixed,9.2,senior,0.1,['vomiting blood'],"Patient is a mixed hamster, 9.2 years old, presenting with vomiting blood. Has been going on for 2 days. Should we come in immediately?",urgent,5,4,True,False,[]
1228,2025-08-15T11:53:03.890803,dog,Labrador,2.7,young,30.8,"['nail trimming needed', 'behavioral consultation']","My 2.7 year old Labrador dog has been experiencing nail trimming needed, behavioral consultation. Started today. Seems to be getting worse.",low,2,102,False,True,[]
1229,2024-12-16T11:53:03.890810,hamster,mixed,11.1,senior,0.2,['urinating more frequently'],mixed hamster with urinating more frequently. Age: 11.1 years. Has been going on for 2 days. Seems to be getting worse.,moderate,3,23,False,False,"['obesity', 'arthritis']"
1230,2024-12-22T11:53:03.890818,bird,mixed,8.4,senior,0.1,"['vomiting', 'mild coughing', 'drinking more water than usual', 'urinating more frequently']","Concerned about my bird (mixed, 8.4yo) showing signs of vomiting, mild coughing, drinking more water than usual, urinating more frequently. Started today. Very worried.",moderate,3,41,False,False,[]
1231,2024-10-29T11:53:03.890827,dog,Labrador,11.4,senior,27.2,"['lethargy', 'severe bleeding']","Patient is a Labrador dog, 11.4 years old, presenting with lethargy, severe bleeding. Just started an hour ago. Please advise urgency.",moderate,3,25,False,False,[]
1232,2024-08-24T11:53:03.890835,bird,mixed,1.5,young,0.1,"['excessive drooling', 'excessive scratching']","My 1.5 year old mixed bird has been experiencing excessive drooling, excessive scratching. Has been going on for 2 days. Pet is distressed.",urgent,4,11,True,False,"['diabetes', 'eye problems']"
1233,2024-09-14T11:53:03.890843,hamster,mixed,7.9,adult,0.2,"['grooming required', 'mild scratching', 'nail trimming needed']","Concerned about my hamster (mixed, 7.9yo) showing signs of grooming required, mild scratching, nail trimming needed. Progressive over 3 days. Please advise urgency.",low,1,199,False,False,[]
1234,2025-04-25T11:53:03.890851,bird,mixed,7.4,adult,0.3,"['bad breath', 'behavioral consultation']","mixed bird with bad breath, behavioral consultation. Age: 7.4 years. Symptoms for the past week. Please advise urgency.",low,1,240,False,False,"['anxiety', 'arthritis']"
1235,2024-09-06T11:53:03.890859,bird,mixed,13.8,senior,0.2,['nail trimming needed'],mixed bird with nail trimming needed. Age: 13.8 years. Started today. Pet is distressed.,low,2,111,False,False,[]
1236,2025-03-27T11:53:03.890867,dog,Dachshund,8.8,senior,33.6,['routine checkup'],"Patient is a Dachshund dog, 8.8 years old, presenting with routine checkup. Just started an hour ago. Should we come in immediately?",low,2,111,False,False,[]
1237,2025-06-04T11:53:03.890877,dog,Golden Retriever,1.6,young,23.2,"['weight management consultation', 'vaccination due', 'behavioral consultation', 'severe trauma']","My 1.6 year old Golden Retriever dog has been experiencing weight management consultation, vaccination due, behavioral consultation, severe trauma. Noticed yesterday. Seems to be getting worse.",low,2,45,False,False,['cancer remission']
1238,2025-07-17T11:53:03.890885,dog,Poodle,1.4,young,27.0,"['drinking more water than usual', 'urinating more frequently', 'minor limping', 'diarrhea']","My 1.4 year old Poodle dog has been experiencing drinking more water than usual, urinating more frequently, minor limping, diarrhea. Progressive over 3 days. Please advise urgency.",moderate,3,18,False,True,[]
1239,2025-05-13T11:53:03.890894,cat,Bengal,4.3,adult,3.8,"['grooming required', 'bad breath', 'vaccination due', 'routine checkup', 'severe trauma']","My 4.3 year old Bengal cat has been experiencing grooming required, bad breath, vaccination due, routine checkup, severe trauma. Just started an hour ago. Very worried.",low,1,125,False,True,"['anxiety', 'ear infections', 'arthritis']"
1240,2025-02-07T11:53:03.890903,guinea pig,mixed,5.3,adult,0.9,"['grooming required', 'routine checkup', 'bad breath']","mixed guinea pig with grooming required, routine checkup, bad breath. Age: 5.3 years. Progressive over 3 days. Please advise urgency.",low,1,156,False,True,[]
1241,2024-08-26T11:53:03.890912,guinea pig,mixed,11.3,senior,0.8,"['vomiting', 'loss of appetite', 'sneezing', 'drinking more water than usual', 'vomiting blood']","Concerned about my guinea pig (mixed, 11.3yo) showing signs of vomiting, loss of appetite, sneezing, drinking more water than usual, vomiting blood. Has been going on for 2 days. Should we come in immediately?",moderate,3,20,False,False,"['ear infections', 'skin condition']"
1242,2025-02-26T11:53:03.890920,rabbit,mixed,2.5,young,2.1,"['nail trimming needed', 'mild scratching', 'weight management consultation', 'grooming required']","My 2.5 year old mixed rabbit has been experiencing nail trimming needed, mild scratching, weight management consultation, grooming required. Just started an hour ago. Seems to be getting worse.",low,2,117,False,False,[]
1243,2024-11-28T11:53:03.890928,cat,Persian,0.7,kitten,2.2,"['vomiting blood', 'limping severely', 'eye discharge with squinting', 'difficulty swallowing']","My 0.7 year old Persian cat has been experiencing vomiting blood, limping severely, eye discharge with squinting, difficulty swallowing. Noticed yesterday. Is this an emergency?",urgent,4,14,True,True,[]
1244,2025-05-24T11:53:03.890935,rabbit,mixed,6.6,adult,2.9,"['dental cleaning inquiry', 'weight management consultation', 'grooming required']","Patient is a mixed rabbit, 6.6 years old, presenting with dental cleaning inquiry, weight management consultation, grooming required. Just started an hour ago. Should we come in immediately?",low,1,192,False,True,"['obesity', 'anxiety']"
1245,2025-04-26T11:53:03.890945,hamster,mixed,7.2,adult,0.2,"['minor eye discharge', 'minor limping', 'sneezing', 'mild coughing', 'unconscious']","Patient is a mixed hamster, 7.2 years old, presenting with minor eye discharge, minor limping, sneezing, mild coughing, unconscious. Started today. Is this an emergency?",moderate,2,74,False,False,[]
1246,2024-10-30T11:53:03.890952,cat,British Shorthair,6.0,adult,5.2,['bad breath'],"Concerned about my cat (British Shorthair, 6.0yo) showing signs of bad breath. Just started an hour ago. Pet is distressed.",low,1,199,False,True,[]
1247,2025-07-25T11:53:03.890959,dog,Dachshund,11.4,senior,25.7,"['persistent coughing', 'excessive panting']","Concerned about my dog (Dachshund, 11.4yo) showing signs of persistent coughing, excessive panting. Progressive over 3 days. Very worried.",urgent,5,3,True,False,[]
1248,2025-07-03T11:53:03.890967,rabbit,mixed,1.6,young,2.4,"['vaccination due', 'mild coughing']","Concerned about my rabbit (mixed, 1.6yo) showing signs of vaccination due, mild coughing. Symptoms for the past week. Seems to be getting worse.",low,2,102,False,True,['anxiety']
1249,2025-02-04T11:53:03.890976,dog,Beagle,2.2,young,24.8,"['grooming required', 'bad breath']","Beagle dog with grooming required, bad breath. Age: 2.2 years. Started today. Should we come in immediately?",low,2,73,False,False,['anxiety']
1250,2025-01-13T11:53:03.890983,hamster,mixed,9.0,senior,0.2,['vomiting'],"Patient is a mixed hamster, 9.0 years old, presenting with vomiting. Started today. Very worried.",moderate,3,22,False,True,[]
1251,2025-07-08T11:53:03.890992,hamster,mixed,9.6,senior,0.2,"['grooming required', 'bad breath', 'diet advice needed', 'eye injury with vision loss']","mixed hamster with grooming required, bad breath, diet advice needed, eye injury with vision loss. Age: 9.6 years. Started today. Please advise urgency.",low,2,77,False,True,[]
1252,2025-02-23T11:53:03.891000,guinea pig,mixed,12.1,senior,0.8,"['routine checkup', 'vaccination due', 'weight management consultation', 'grooming required']","Patient is a mixed guinea pig, 12.1 years old, presenting with routine checkup, vaccination due, weight management consultation, grooming required. Has been going on for 2 days. Very worried.",low,2,91,False,False,[]
1253,2025-04-09T11:53:03.891007,guinea pig,mixed,6.4,adult,0.7,"['behavioral consultation', 'weight management consultation', 'diet advice needed', 'bad breath']","My 6.4 year old mixed guinea pig has been experiencing behavioral consultation, weight management consultation, diet advice needed, bad breath. Progressive over 3 days. Seems to be getting worse.",low,1,167,False,True,['eye problems']
1254,2024-08-29T11:53:03.891015,hamster,mixed,12.6,senior,0.2,"['sneezing', 'drinking more water than usual']","Concerned about my hamster (mixed, 12.6yo) showing signs of sneezing, drinking more water than usual. Has been going on for 2 days. Very worried.",moderate,3,34,False,True,"['kidney disease', 'thyroid issues', 'cancer remission']"
1255,2024-11-22T11:53:03.891023,guinea pig,mixed,5.3,adult,1.1,['excessive scratching'],"Patient is a mixed guinea pig, 5.3 years old, presenting with excessive scratching. Symptoms for the past week. Is this an emergency?",moderate,2,113,False,False,[]
1256,2025-06-16T11:53:03.891031,rabbit,mixed,1.7,young,1.7,"['excessive scratching', 'poisoning suspected']","mixed rabbit with excessive scratching, poisoning suspected. Age: 1.7 years. Symptoms for the past week. Please advise urgency.",moderate,3,17,False,True,"['kidney disease', 'obesity', 'skin condition']"
1257,2024-12-23T11:53:03.891040,dog,Poodle,0.3,puppy,14.5,"['loss of appetite', 'mild scratching']","Patient is a Poodle dog, 0.3 years old, presenting with loss of appetite, mild scratching. Has been going on for 2 days. Pet is distressed.",moderate,3,19,False,True,[]
1258,2024-12-31T11:53:03.891048,dog,Beagle,1.7,young,22.5,"['minor eye discharge', 'mild coughing']","Beagle dog with minor eye discharge, mild coughing. Age: 1.7 years. Symptoms for the past week. Please advise urgency.",moderate,3,16,False,True,[]
1259,2025-06-22T11:53:03.891055,hamster,mixed,7.3,adult,0.1,['loss of appetite'],My 7.3 year old mixed hamster has been experiencing loss of appetite. Has been going on for 2 days. Very worried.,moderate,2,94,False,True,[]
1260,2025-01-15T11:53:03.891062,rabbit,mixed,2.9,young,3.4,"['sneezing', 'ear discharge', 'loss of appetite']","My 2.9 year old mixed rabbit has been experiencing sneezing, ear discharge, loss of appetite. Progressive over 3 days. Pet is distressed.",moderate,3,16,False,False,"['diabetes', 'hip dysplasia', 'thyroid issues']"
1261,2024-12-16T11:53:03.891074,guinea pig,mixed,2.2,young,0.7,['difficulty swallowing'],"Concerned about my guinea pig (mixed, 2.2yo) showing signs of difficulty swallowing. Noticed yesterday. Is this an emergency?",urgent,4,8,True,False,[]
1262,2025-08-18T11:53:03.891082,guinea pig,mixed,5.5,adult,1.0,"['eye discharge with squinting', 'grooming required']","mixed guinea pig with eye discharge with squinting, grooming required. Age: 5.5 years. Progressive over 3 days. Please advise urgency.",urgent,3,42,False,True,[]
1263,2024-11-23T11:53:03.891089,guinea pig,mixed,9.7,senior,1.0,"['excessive scratching', 'minor eye discharge']","My 9.7 year old mixed guinea pig has been experiencing excessive scratching, minor eye discharge. Symptoms for the past week. Should we come in immediately?",moderate,3,37,False,True,"['hip dysplasia', 'dental disease']"
1264,2025-04-05T11:53:03.891098,guinea pig,mixed,7.4,adult,0.8,"['minor eye discharge', 'diarrhea', 'ear discharge', 'excessive scratching']","Patient is a mixed guinea pig, 7.4 years old, presenting with minor eye discharge, diarrhea, ear discharge, excessive scratching. Progressive over 3 days. Please advise urgency.",moderate,2,93,False,True,[]
1265,2025-02-21T11:53:03.891106,bird,mixed,2.8,young,0.1,"['grooming required', 'bad breath', 'vaccination due', 'dental cleaning inquiry', 'severe trauma']","Patient is a mixed bird, 2.8 years old, presenting with grooming required, bad breath, vaccination due, dental cleaning inquiry, severe trauma. Just started an hour ago. Please advise urgency.",low,2,79,False,False,[]
1266,2025-03-14T11:53:03.891114,bird,mixed,10.7,senior,0.4,"['excessive panting', 'vomiting blood']","Concerned about my bird (mixed, 10.7yo) showing signs of excessive panting, vomiting blood. Started today. Pet is distressed.",urgent,5,4,True,False,"['skin condition', 'dental disease']"
